"","gene_id","gene_short_name","partition","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value","partition_assignment"
"127","ENSG00000163191","S100A11","5",0.373742774682438,4.66796908105445,0.932515337423313,0.400789949166035,0.448242258251138,4.01824541921506e-155,1.3417323279301e-149,"Mono2"
"128","ENSG00000163220","S100A9","5",0.532226495016814,30.1905020853091,0.98159509202454,0.542205741798379,0.650994351816683,4.93088587896919e-225,1.6464721038466e-219,"Mono2"
"129","ENSG00000163221","S100A12","5",0.451888256566625,4.92285752060882,0.838445807770961,0.538959408441657,0.459710934207525,4.57125155989821e-159,1.52638660836561e-153,"Mono2"
"130","ENSG00000143546","S100A8","5",0.545152673365102,56.6156172362694,0.991820040899795,0.549648777887701,0.657726010569475,2.31665061668802e-227,7.73552807418297e-222,"Mono2"
"131","ENSG00000197956","S100A6","5",0.403030586937484,25.3751189983662,0.995910020449898,0.404685743352012,0.579984995660494,1.67205389395063e-200,5.58315515729056e-195,"Mono2"
"132","ENSG00000162711","NLRP3","5",0.402184905055934,1.17715820395971,0.646216768916155,0.622368413203644,0.365267837270236,1.26636883598775e-126,4.22853218024669e-121,"Mono2"
"133","ENSG00000115590","IL1R2","5",0.807721255714974,3.33127470249935,0.85480572597137,0.944917928336417,0.694542814677124,4.20894026660399e-240,1.40540724442174e-234,"Mono2"
"134","ENSG00000018280","SLC11A1","5",0.371573247955918,1.47940002436073,0.717791411042945,0.51766187535739,0.32821814202889,6.4284288687082e-114,2.14651668355036e-108,"Mono2"
"135","ENSG00000109321","AREG","5",0.47543119753913,4.0763118392981,0.674846625766871,0.704502592717075,0.371107592075981,1.2555744331771e-128,4.19248858982164e-123,"Mono2"
"136","ENSG00000151726","ACSL1","5",0.450942046296525,1.81285285277632,0.783231083844581,0.575745850232377,0.462332352121149,5.73290203284539e-160,1.9142733177874e-154,"Mono2"
"137","ENSG00000038427","VCAN","5",0.46176708474147,3.38136130312862,0.869120654396728,0.531303775149597,0.496718531443616,8.41286378199345e-172,2.80913934544543e-166,"Mono2"
"138","ENSG00000105835","NAMPT","5",0.419561536207795,2.81437718375923,0.897750511247444,0.467347588167681,0.483075800319455,4.18022642491852e-167,1.39581940554454e-161,"Mono2"
"139","ENSG00000221869","CEBPD","5",0.445099629283889,2.13992413020975,0.822085889570552,0.541427160994582,0.431822662481911,1.77215191212673e-149,5.91739244978237e-144,"Mono2"
"140","ENSG00000085265","FCN1","5",0.378013988949192,5.03651437735083,0.936605316973415,0.403600088637893,0.479090536444487,9.83376333545587e-166,3.28359191534207e-160,"Mono2"
"141","ENSG00000177575","CD163","5",0.708280194950788,2.34297710092911,0.846625766871166,0.836591824470859,0.649341356967644,1.83875733449734e-224,6.13979461562007e-219,"Mono2"
"142","ENSG00000166523","CLEC4E","5",0.405863860377087,0.838766038812868,0.578732106339468,0.70129833118161,0.319392925224703,6.80546361496376e-111,2.27241235567255e-105,"Mono2"
"143","ENSG00000090382","LYZ","5",0.478073765345144,26.8370130232438,0.997955010224949,0.479053424700359,0.683368954845036,3.10739349572192e-236,1.03758976215651e-230,"Mono2"
"144","ENSG00000137801","THBS1","5",0.589104613080984,8.54127137169797,0.975460122699387,0.603924854919499,0.695151652671213,2.59039520619073e-240,8.64958863299148e-235,"Mono2"
"145","ENSG00000125148","MT2A","5",0.470555445902551,8.10330901180577,0.815950920245399,0.576695772045984,0.343788393228713,2.95107672534569e-119,9.8539402936018e-114,"Mono2"
"146","ENSG00000204103","MAFB","5",0.491594314368324,2.26844708930824,0.789366053169734,0.622771035559872,0.449561742336958,1.4136341556902e-155,4.72026580926513e-150,"Mono2"
"147","ENSG00000011422","PLAUR","5",0.4406506016482,2.25749736979795,0.764826175869121,0.576144770604197,0.394492097120498,1.18091596628477e-136,3.94319650302147e-131,"Mono2"
"148","ENSG00000100300","TSPO","5",0.387746983414737,4.36770218462918,0.946830265848671,0.409521112073016,0.445096826687295,4.84747460952934e-154,1.61862024686794e-148,"Mono2"
"149","ENSG00000155307","SAMSN1","5",0.465815649267828,1.65466692647932,0.750511247443763,0.620664448206997,0.438513138196967,8.88909741013862e-152,2.96815851621939e-146,"Mono2"
"150","ENSG00000157557","ETS2","5",0.418112968665774,1.13828769397461,0.638036809815951,0.655311672043473,0.342801596823304,6.43214093361681e-119,2.14775617914399e-113,"Mono2"
"151","ENSG00000158710","TAGLN2","6",0.601369603159679,32.864466622188,1,0.601369603159679,0.91778402667667,3.62464261600079e-178,1.21030441590882e-172,"Plt"
"152","ENSG00000150681","RGS18","6",0.718214647778408,10.4240452650329,0.806629834254144,0.890389392108849,0.610941675289635,5.69736208655361e-119,1.90240617432112e-113,"Plt"
"153","ENSG00000168497","CAVIN2","6",0.881706531641427,17.667512838081,0.950276243093923,0.927842338529641,0.859113580127665,7.93018382135972e-167,2.64796767979023e-161,"Plt"
"154","ENSG00000127824","TUBA4A","6",0.603320719247089,11.3498876908647,0.867403314917127,0.695548090342185,0.546153317108588,1.66412373313723e-106,5.55667555731854e-101,"Plt"
"155","ENSG00000169704","GP9","6",0.826978361053316,12.4039703920662,0.883977900552486,0.935519270941564,0.741807368199898,3.48363966828385e-144,1.16322212163666e-138,"Plt"
"156","ENSG00000163737","PF4","6",0.861455831415058,17.7097754579208,0.950276243093923,0.906532008640265,0.84846910498122,9.02772992833497e-165,3.01444930037033e-159,"Plt"
"157","ENSG00000163736","PPBP","6",0.92851076146507,101.356789017036,0.994475138121547,0.93366915458432,0.934409734669849,2.20753235462194e-181,7.37117128531814e-176,"Plt"
"158","ENSG00000113140","SPARC","6",0.854418605616779,14.2283230883038,0.92817679558011,0.92053433105141,0.818325553355232,5.98237483818721e-159,1.99757478221909e-153,"Plt"
"159","ENSG00000124491","F13A1","6",0.733524045401069,10.7712346308232,0.87292817679558,0.840302862136668,0.673418447319209,5.30065352738325e-131,1.76994121932854e-125,"Plt"
"160","ENSG00000180573","HIST1H2AC","6",0.75652310262699,16.9395939013475,0.867403314917127,0.87216994634067,0.669718802682109,2.73576911877109e-130,9.13500666448855e-125,"Plt"
"161","ENSG00000204420","MPIG6B","6",0.84971532085675,13.1486324150774,0.922651933701657,0.920948940569292,0.820163570545288,2.64237415236073e-159,8.82315153214771e-154,"Plt"
"162","ENSG00000161911","TREML1","6",0.728790298494184,6.54299432130651,0.790055248618785,0.922454853338792,0.619504807330311,1.28018061223481e-120,4.27465108231326e-115,"Plt"
"163","ENSG00000127920","GNG11","6",0.858465678279795,15.4769656699786,0.939226519337017,0.914013457462605,0.834995001591406,3.61424398977055e-162,1.20683221062428e-156,"Plt"
"164","ENSG00000166681","BEX3","6",0.611940340068255,4.73788694501008,0.696132596685083,0.879057155177414,0.517377053346643,5.68085624285768e-101,1.89689470805261e-95,"Plt"
"165","ENSG00000120885","CLU","6",0.819454733443232,18.6314661437713,0.917127071823204,0.893501847910994,0.762610693936005,3.38414383972022e-148,1.12999946952098e-142,"Plt"
"166","ENSG00000137076","TLN1","6",0.609353895086958,11.9105660465861,0.900552486187845,0.67664450926834,0.614922715533315,9.75771540210903e-120,3.25819874991823e-114,"Plt"
"167","ENSG00000095303","PTGS1","6",0.708097092872662,6.54279937544022,0.812154696132597,0.87187465176838,0.642821980469208,4.14681743640854e-125,1.38466381019118e-119,"Plt"
"168","ENSG00000154146","NRGN","6",0.781279770608702,13.6300592199979,0.94475138121547,0.826968646082896,0.783147491095678,3.69016341548346e-152,1.23218246606408e-146,"Plt"
"169","ENSG00000035403","VCL","6",0.660664945617817,7.98962546700739,0.823204419889503,0.802552719173321,0.584617395302392,6.63555014603116e-114,2.21567654926127e-108,"Plt"
"170","ENSG00000166091","CMTM5","6",0.709277001317182,6.60292451702107,0.756906077348066,0.937073994440948,0.597534049660359,2.16894567387248e-116,7.24232649962761e-111,"Plt"
"171","ENSG00000005961","ITGA2B","6",0.705850216052558,5.71770205298097,0.767955801104972,0.919128698600813,0.607888229839936,2.20503028059657e-118,7.36281660994002e-113,"Plt"
"172","ENSG00000101335","MYL9","6",0.802835024249649,26.0412470480701,0.87292817679558,0.919703413855611,0.702553751898071,1.28816768724876e-136,4.30132072449232e-131,"Plt"
"173","ENSG00000064601","CTSA","6",0.621344780515023,8.4517102020811,0.861878453038674,0.720919264571918,0.574682255522344,5.41324740854992e-112,1.8075374421889e-106,"Plt"
"174","ENSG00000101162","TUBB1","6",0.889485666331875,23.8550783013759,0.950276243093923,0.93602852096552,0.859004698468762,8.32374325854108e-167,2.77938111145945e-161,"Plt"
"175","ENSG00000100351","GRAP2","6",0.650272457434548,6.50048671781632,0.751381215469613,0.865436138203332,0.554256338742878,4.59967770377863e-108,1.53587838206872e-102,"Plt"
"176","ENSG00000117318","ID3","7",0.40519138634097,6.01691633777213,0.972222222222222,0.416768283093569,0.441861787187562,7.40968878204658e-48,2.47416918121317e-42,"B3"
"177","ENSG00000198520","ARMH1","7",0.235321016873993,1.54391510560901,0.708333333333333,0.332217906175049,0.207165143406653,2.61894012553149e-23,8.74490297316221e-18,"B3"
"178","ENSG00000152518","ZFP36L2","7",0.294456683502376,10.2608671028392,0.986111111111111,0.298603960734803,0.288675822387081,7.65329770901538e-32,2.55551263801733e-26,"B3"
"179","ENSG00000241755","IGKV1-9","7",0.968262442230478,7.27529134482258,0.986111111111111,0.981899941416823,0.943052442791429,2.8473851778812e-100,9.50770384746312e-95,"B3"
"180","ENSG00000114942","EEF1B2","7",0.233715098314872,7.96075616536034,0.986111111111111,0.237006860262968,0.203783827266314,5.92355659680601e-23,1.9779347832395e-17,"B3"
"181","ENSG00000187514","PTMA","7",0.245379362660596,16.2725877302993,1,0.245379362660596,0.305944956651377,1.19537975268224e-33,3.99149253218126e-28,"B3"
"182","ENSG00000177733","HNRNPA0","7",0.222714255252823,1.84517208942669,0.833333333333333,0.267257106303388,0.172448439944478,1.14791497490333e-19,3.83300289269972e-14,"B3"
"183","ENSG00000120129","DUSP1","7",0.213789473720698,6.01834839684484,0.986111111111111,0.216800593068876,0.14928799894497,3.11417444373114e-17,1.03985398850626e-11,"B3"
"184","ENSG00000204287","HLA-DRA","7",0.216092724393863,9.51515431927087,1,0.216092724393863,0.178078805775268,2.94351430328789e-20,9.8286886101086e-15,"B3"
"185","ENSG00000223865","HLA-DPB1","7",0.220606494624824,4.39742953723439,0.972222222222222,0.22690953732839,0.191211226420374,1.23301831003393e-21,4.1171714390343e-16,"B3"
"186","ENSG00000092820","EZR","7",0.229166351085417,4.37141551088849,0.902777777777778,0.253845804279231,0.238335935126408,1.42054567488683e-26,4.74334406301462e-21,"B3"
"187","ENSG00000196683","TOMM7","7",0.216665842469712,3.41641906980982,0.930555555555556,0.232834935191332,0.131585532033103,2.27126418214747e-15,7.58397823060861e-10,"B3"
"188","ENSG00000157514","TSC22D3","7",0.250744848898533,8.59801195851882,1,0.250744848898533,0.23818436561748,1.4734228255629e-26,4.91990615683707e-21,"B3"
"189","ENSG00000156738","MS4A1","7",0.216378268618117,1.0633037693015,0.597222222222222,0.362307798616382,0.192439256368428,9.1656790659984e-22,3.06051189692753e-16,"B3"
"190","ENSG00000067064","IDI1","7",0.213810368357847,1.39434330883902,0.736111111111111,0.290459368335189,0.185078884804191,5.4235591875507e-21,1.81098064831505e-15,"B3"
"191","ENSG00000111276","CDKN1B","7",0.223168607149071,1.20614493804941,0.708333333333333,0.315061563033982,0.198630222855767,2.05549093045441e-22,6.86348976588032e-17,"B3"
"192","ENSG00000123358","NR4A1","7",0.250902314098904,1.97066491912631,0.611111111111111,0.410567423070934,0.193931944472441,6.39160535724131e-22,2.13422094483645e-16,"B3"
"193","ENSG00000123349","PFDN5","7",0.224914826651755,7.99527585477051,1,0.224914826651755,0.205906167539748,3.54892066846589e-23,1.18502010040745e-17,"B3"
"194","ENSG00000196531","NACA","7",0.220305634904399,11.551929364354,0.986111111111111,0.223408531170658,0.192295494810548,9.48949403116321e-22,3.16863695194571e-16,"B3"
"195","ENSG00000211895","IGHA1","7",0.568423322897608,3.88543601857317,0.916666666666667,0.620098170433754,0.577864316022249,4.53661078635055e-62,1.51481970767031e-56,"B3"
"196","ENSG00000232216","IGHV3-43","7",0.564809284332101,1.43726678208387,0.597222222222222,0.945727173765378,0.467432994867087,1.57602246759902e-50,5.26249662155988e-45,"B3"
"197","ENSG00000132475","H3F3B","7",0.259043698781021,33.9596649600034,1,0.259043698781021,0.273718930172873,2.81003496752447e-30,9.38298776006095e-25,"B3"
"198","ENSG00000171223","JUNB","7",0.21820880920929,8.76147270923647,1,0.21820880920929,0.16890218027148,2.70565868964271e-19,9.03446493058596e-14,"B3"
"199","ENSG00000105369","CD79A","7",0.212990513521638,2.48193559471246,0.833333333333333,0.255588616225966,0.179801653471466,1.94109847895442e-20,6.48152193107669e-15,"B3"
"200","ENSG00000130844","ZNF331","7",0.275462293725128,3.13734394916865,0.847222222222222,0.325135822101791,0.31778282649921,6.91037307460498e-35,2.30744267334135e-29,"B3"
"201","ENSG00000143416","SELENBP1","8",0.34574700437888,1.12131175656429,0.350877192982456,0.985378962479807,0.270203215185169,1.12844956418635e-25,3.76800593977463e-20,"Erythrocyte"
"202","ENSG00000159346","ADIPOR1","8",0.30288985446367,4.14175301989461,0.789473684210526,0.383660482320648,0.237492782505448,9.26704649530278e-23,3.09435949524655e-17,"Erythrocyte"
"203","ENSG00000136732","GYPC","8",0.49040127468276,4.58427035546706,0.859649122807018,0.57046678891668,0.48088401670505,2.07548531549753e-44,6.9302530169778e-39,"Erythrocyte"
"204","ENSG00000082146","STRADB","8",0.420413403744987,1.85295760175269,0.596491228070175,0.704810706278361,0.386904949661018,4.67551966829784e-36,1.56120277244133e-30,"Erythrocyte"
"205","ENSG00000145335","SNCA","8",0.390893461053486,5.00791823115231,0.771929824561403,0.506384710910198,0.324704316650133,1.5901248602654e-30,5.30958592091221e-25,"Erythrocyte"
"206","ENSG00000158578","ALAS2","8",0.855157182545822,13.1295718163123,0.859649122807018,0.994774681736976,0.784457358693599,2.18719419369614e-71,7.30326013217078e-66,"Erythrocyte"
"207","ENSG00000147454","SLC25A37","8",0.692702447166606,9.77170901168599,0.982456140350877,0.705072133723152,0.76014302676704,3.17165973219532e-69,1.05904890117734e-63,"Erythrocyte"
"208","ENSG00000104765","BNIP3L","8",0.369958327851181,3.78676581364084,0.771929824561403,0.479264197443576,0.303163363619754,1.31268774206129e-28,4.38319563951685e-23,"Erythrocyte"
"209","ENSG00000133742","CA1","8",0.662315163404109,10.3051256689517,0.666666666666667,0.993472745106163,0.567489178856077,4.1861775089946e-52,1.39780653202839e-46,"Erythrocyte"
"210","ENSG00000198876","DCAF12","8",0.465743776447367,2.70355282037238,0.596491228070175,0.780805742867644,0.370643339220011,1.30511148336219e-34,4.35789775409469e-29,"Erythrocyte"
"211","ENSG00000244734","HBB","8",0.988669473154493,2232.31171898816,1,0.988669473154493,0.999999999939896,1.47694402471599e-90,4.93166379292917e-85,"Erythrocyte"
"212","ENSG00000223609","HBD","8",0.618655010068843,16.448806388305,0.684210526315789,0.904188091639079,0.49466394005676,1.23778086222753e-45,4.13307407706393e-40,"Erythrocyte"
"213","ENSG00000166947","EPB42","8",0.288271879474972,0.760091221016246,0.298245614035088,0.966558654710201,0.231583984049202,3.11690784030597e-22,1.04076669695657e-16,"Erythrocyte"
"214","ENSG00000206177","HBM","8",0.675508381388262,8.74314428995754,0.684210526315789,0.987281480490536,0.585573215168668,1.03512710688252e-53,3.45639292259141e-48,"Erythrocyte"
"215","ENSG00000188536","HBA2","8",0.977249113398741,87.5991037801934,1,0.977249113398741,0.999999999786921,1.47694407101144e-90,4.93166394751429e-85,"Erythrocyte"
"216","ENSG00000206172","HBA1","8",0.933263181733212,80.1077324022587,1,0.933263181733212,0.999999962540485,1.47695534295019e-90,4.93170158564497e-85,"Erythrocyte"
"217","ENSG00000169877","AHSP","8",0.61154858352259,6.84982406226086,0.614035087719298,0.995950550308218,0.514682842662283,2.05984916083179e-47,6.87804233293344e-42,"Erythrocyte"
"218","ENSG00000170315","UBB","8",0.378292207824679,12.7767833781478,0.754385964912281,0.501457112697831,0.245999960620942,1.61692850633819e-23,5.39908597551385e-18,"Erythrocyte"
"219","ENSG00000004939","SLC4A1","8",0.504808958257992,2.64877419920919,0.508771929824561,0.992210711058812,0.414633297398033,1.60300648024446e-38,5.35259893818428e-33,"Erythrocyte"
"220","ENSG00000013306","SLC25A39","8",0.582447081135662,6.72842497867618,0.87719298245614,0.663989672494655,0.575949781507708,7.41426526001993e-53,2.47569731297326e-47,"Erythrocyte"
"221","ENSG00000066926","FECH","8",0.366805353459209,1.42925624192806,0.473684210526316,0.774366857302774,0.308943890961937,4.01548970092475e-29,1.34081216603578e-23,"Erythrocyte"
"222","ENSG00000171552","BCL2L1","8",0.267012474277748,2.22314735700818,0.614035087719298,0.434848886680903,0.212448054586898,1.58686566296762e-20,5.29870313521517e-15,"Erythrocyte"
"223","ENSG00000124098","FAM210B","8",0.557220539916152,2.3944852371144,0.736842105263158,0.756227875600492,0.503720406553116,1.9404880537369e-46,6.4794836602329e-41,"Erythrocyte"
"224","ENSG00000167815","PRDX2","8",0.300073271172367,2.13959231633965,0.508771929824561,0.589799188166376,0.185965718304285,3.67335469719727e-18,1.22656986694114e-12,"Erythrocyte"
"225","ENSG00000105701","FKBP8","8",0.301854713445037,4.19140254653017,0.87719298245614,0.344114373327342,0.210062753204451,2.59054075540475e-20,8.65007463637199e-15,"Erythrocyte"
"226","ENSG00000211592","IGKC","9",0.537490045921483,6.16984872968725,0.96,0.559885464501545,0.525639355663707,4.77886380737158e-27,1.59571041391945e-21,"DC"
"227","ENSG00000135916","ITM2C","9",0.781924112112659,5.49011978855244,0.96,0.814504283450687,0.773113512200838,5.23821854322971e-39,1.74909355376983e-33,"DC"
"228","ENSG00000163687","DNASE1L3","9",0.71520877297231,0.974173322366186,0.84,0.851439015443226,0.672350080490634,3.86166981377315e-34,1.28945016751699e-28,"DC"
"229","ENSG00000132465","JCHAIN","9",0.792061492595155,4.75397752075218,1,0.792061492595155,0.75843653311264,2.67957204226143e-38,8.94735900631515e-33,"DC"
"230","ENSG00000145287","PLAC8","9",0.523686666270499,2.67910823445651,0.96,0.54550694403177,0.521478841364648,7.59625350393549e-27,2.5364650074991e-21,"DC"
"231","ENSG00000170476","MZB1","9",0.496148127530486,2.09362254228488,0.92,0.539291442967919,0.453113970871863,1.54702661894676e-23,5.16567658332514e-18,"DC"
"232","ENSG00000124766","SOX4","9",0.496888769468155,2.22544294821686,0.76,0.653801012458099,0.395801120660038,9.2552073333903e-21,3.09040628069235e-15,"DC"
"233","ENSG00000124813","RUNX2","9",0.521317824659008,0.621455266319772,0.72,0.724052534248622,0.417159258173661,8.53456571599867e-22,2.84977683822912e-16,"DC"
"234","ENSG00000242258","LINC00996","9",0.581944833175731,1.07274136855925,0.68,0.855801225258428,0.460309526363881,6.93539622270607e-24,2.31579815272378e-18,"DC"
"235","ENSG00000185291","IL3RA","9",0.771733401511608,1.33256002589712,0.92,0.838840653816965,0.709847408269001,5.95853268745462e-36,1.98961364966797e-30,"DC"
"236","ENSG00000169583","CLIC3","9",0.627804210072211,2.08722931313012,0.88,0.713413875082058,0.534749979601973,1.73224758203171e-27,5.78414790116209e-22,"DC"
"237","ENSG00000184709","LRRC26","9",0.795953774432951,1.59256063572378,0.8,0.994942218041189,0.728149954257009,7.78019179836094e-37,2.5978838433907e-31,"DC"
"238","ENSG00000185507","IRF7","9",0.702312874938238,8.30329656711035,1,0.702312874938238,0.853586398809359,6.80683086782946e-43,2.27286889507694e-37,"DC"
"239","ENSG00000070031","SCT","9",0.804501355044771,1.7330146145114,0.84,0.957739708386633,0.700782423589996,1.63332289193519e-35,5.4538284684608e-30,"DC"
"240","ENSG00000173457","PPP1R14B","9",0.69622201897366,1.94408234739735,0.92,0.756763064101805,0.657078951716935,2.11194881671726e-33,7.05200829390061e-28,"DC"
"241","ENSG00000198178","CLEC4C","9",0.627527466732541,0.823505632016903,0.8,0.784409333415676,0.50770910790778,3.52220540063338e-26,1.17609960532549e-20,"DC"
"242","ENSG00000132965","ALOX5AP","9",0.522431683578083,3.09308673937379,0.88,0.593672367702367,0.450739249698819,2.01602922608158e-23,6.73172318880901e-18,"DC"
"243","ENSG00000183087","GAS6","9",0.555510659567685,0.852173073747994,0.72,0.771542582732896,0.410201005310115,1.85518581617662e-21,6.19465095879535e-16,"DC"
"244","ENSG00000100453","GZMB","9",0.727607914082685,8.1507002417694,0.96,0.757924910502797,0.702435151967058,1.35902286364824e-35,4.53791324400785e-30,"DC"
"245","ENSG00000166428","PLD4","9",0.851772689821169,4.39895001893671,0.96,0.887263218563718,0.848709464935466,1.17069605175545e-42,3.90907118641662e-37,"DC"
"246","ENSG00000103056","SMPD3","9",0.654090151799896,1.07436245275533,0.72,0.908458544166522,0.548106320865755,3.9137542845375e-28,1.30684169314992e-22,"DC"
"247","ENSG00000132386","SERPINF1","9",0.785084947596533,3.72595272929406,0.96,0.817796820413055,0.809385846430442,9.27694683857124e-41,3.09766531886732e-35,"DC"
"248","ENSG00000105251","SHD","9",0.511535225874396,0.502430669063999,0.52,0.983721588219993,0.441697526063261,5.52583001969884e-23,1.84512990187764e-17,"DC"
"249","ENSG00000239961","LILRA4","9",0.781442354544158,4.43696010896309,0.92,0.849393863634955,0.783472065409299,1.65537696331022e-39,5.52746921818916e-34,"DC"
"250","ENSG00000099958","DERL3","9",0.804991932391629,1.85057263951421,0.96,0.838533262907947,0.779433427756442,2.5938746058494e-39,8.66120669639172e-34,"DC"
